"Time","latitude","longitude","DryTime","Argos_loc_class"
270,NA,NA,0.05,NA
270.3238889,59.13800049,-153.8359985,0.05,"B"
271,NA,NA,0,NA
271.0466667,59.11899948,-153.8150024,0,"B"
272,NA,NA,0,NA
272.0075,59.10200119,-153.7740021,0,"B"
272.4369444,59.10400009,-153.7960052,0,"1"
272.6816667,59.09500122,-153.7680054,0,"B"
273,NA,NA,0.05,NA
273.0669444,59.09600067,-153.7489929,0.05,"A"
273.4363889,59.10900116,-153.7489929,0.05,"0"
274,NA,NA,0.05,NA
274.0830556,59.10100174,-153.654007,0.05,"A"
274.7213889,59.11899948,-153.6239929,0.05,"B"
275,NA,NA,0.05,NA
275.2094444,59.10699844,-153.5659943,0.05,"B"
275.7344444,59.10699844,-153.5460052,0.05,"3"
275.7616667,59.10699844,-153.5460052,0.05,"A"
275.9319444,59.10599899,-153.5200043,0.05,"B"
276,NA,NA,0.05,NA
277,NA,NA,0.05,NA
277.4455556,59.11199951,-153.4309998,0.05,"A"
278,NA,NA,0.05,NA
279,NA,NA,0.05,NA
280,NA,NA,0.05,NA
280.02,59.11199951,-153.1309967,0.05,"B"
281,NA,NA,0.05,NA
282,NA,NA,0.05,NA
283,NA,NA,0.05,NA
283.0044444,59.10900116,-153.0549927,0.05,"B"
283.4536111,59.12599945,-152.9600067,0.05,"B"
284,NA,NA,0.05,NA
285,NA,NA,0.05,NA
285.1225,59.15000153,-152.9120026,0.05,"B"
286,NA,NA,0.05,NA
287,NA,NA,0.05,NA
288,NA,NA,0.05,NA
289,NA,NA,0.05,NA
289.1144444,59.22299957,-152.6730042,0.05,"B"
289.6233333,59.21099854,-152.6909943,0.05,"A"
290,NA,NA,0.05,NA
290.7997222,59.17399979,-152.6529999,0.05,"B"
291,NA,NA,0.05,NA
291.2677778,59.14799881,-152.5820007,0.05,"B"
292,NA,NA,0,NA
292.4702778,59.11000061,-152.6060028,0,"B"
293,NA,NA,0,NA
294,NA,NA,0.05,NA
294.1541667,59.06000137,-152.6670074,0.05,"B"
295,NA,NA,0.05,NA
295.3911111,59.0359993,-152.7059937,0.05,"B"
296,NA,NA,0.05,NA
296.2366667,59.00400162,-152.7039948,0.05,"B"
297,NA,NA,0.05,NA
297.1777778,59.01300049,-152.7449951,0.05,"A"
298,NA,NA,0.05,NA
299,NA,NA,0.05,NA
300,NA,NA,0,NA
301,NA,NA,0,NA
301.1911111,59.04800034,-152.6410065,0,"B"
301.9652778,59.06499863,-152.6130066,0,"A"
302,NA,NA,0,NA
302.7822222,59.06299973,-152.5429993,0,"B"
303,NA,NA,0,NA
303.6294444,59.06200027,-152.5269928,0,"A"
304,NA,NA,0,NA
304.4975,59.04800034,-152.5059967,0,"B"
305,NA,NA,0,NA
306,NA,NA,0,NA
307,NA,NA,0,NA
308,NA,NA,0,NA
309,NA,NA,0,NA
310,NA,NA,0,NA
311,NA,NA,0,NA
312,NA,NA,0,NA
313,NA,NA,0,NA
314,NA,NA,0,NA
315,NA,NA,0,NA
316,NA,NA,0,NA
317,NA,NA,0,NA
318,NA,NA,0,NA
319,NA,NA,0,NA
320,NA,NA,0,NA
321,NA,NA,0,NA
322,NA,NA,0,NA
322.4666667,59.10699844,-152.7940063,0,"B"
322.8758333,59.08100128,-152.8220062,0,"B"
323,NA,NA,0,NA
324,NA,NA,0,NA
324.1305556,59.10100174,-152.875,0,"B"
324.5808333,59.0890007,-152.9340057,0,"A"
325,NA,NA,0,NA
326,NA,NA,0,NA
327,NA,NA,0,NA
327.1686111,59.05899811,-153.0209961,0,"B"
328,NA,NA,0,NA
328.9058333,59.0320015,-153.1069946,0,"A"
329,NA,NA,0,NA
330,NA,NA,0,NA
330.6666667,58.97200012,-153.1690063,0,"B"
331,NA,NA,0,NA
332,NA,NA,0,NA
333,NA,NA,0,NA
334,NA,NA,0,NA
335,NA,NA,0,NA
336,NA,NA,0,NA
336.7425,58.98699951,-153.4400024,0,"0"
337,NA,NA,0,NA
338,NA,NA,0,NA
339,NA,NA,0,NA
340,NA,NA,0,NA
340.1991667,59,-153.3950043,0,"B"
340.6347222,59.00799942,-153.4060059,0,"1"
340.9438889,59.00600052,-153.3899994,0,"3"
341,NA,NA,0,NA
342,NA,NA,0,NA
343,NA,NA,0,NA
344,NA,NA,0,NA
345,NA,NA,0,NA
346,NA,NA,0,NA
347,NA,NA,0,NA
348,NA,NA,0,NA
349,NA,NA,0,NA
350,NA,NA,0,NA
351,NA,NA,0,NA
352,NA,NA,0,NA
352.5,59.00999832,-153.1390076,0,"B"
353,NA,NA,0.05,NA
354,NA,NA,0.05,NA
354.1661111,58.99599838,-153.2120056,0.05,"A"
355,NA,NA,0.05,NA
355.8975,58.93500137,-153.272995,0.05,"1"
356,NA,NA,0.05,NA
357,NA,NA,0.05,NA
358,NA,NA,0.05,NA
359,NA,NA,0,NA
359.3683333,58.97000122,-153.3439941,0,"B"
360,NA,NA,0,NA
361,NA,NA,0.05,NA
361.0777778,59.0019989,-153.3959961,0.05,"3"
362,NA,NA,0.05,NA
362.2491667,59.00600052,-153.397995,0.05,"2"
362.7777778,59.0019989,-153.3970032,0.05,"1"
363,NA,NA,0.05,NA
363.9041667,59.00099945,-153.3699951,0.05,"B"
364,NA,NA,0.05,NA
364.4922222,59.00699997,-153.3690033,0.05,"A"
364.5805556,59.00099945,-153.3600006,0.05,"1"
365,NA,NA,0,NA
366,NA,NA,0,NA
367,NA,NA,0,NA
368,NA,NA,0,NA
369,NA,NA,0,NA
370,NA,NA,0,NA
371,NA,NA,0,NA
372,NA,NA,0,NA
373,NA,NA,0.05,NA
373.5561111,59.07600021,-152.9450073,0.05,"A"
373.8802778,59.06700134,-152.923996,0.05,"A"
374,NA,NA,0,NA
375,NA,NA,0,NA
376,NA,NA,0,NA
377,NA,NA,0,NA
378,NA,NA,0,NA
379,NA,NA,0,NA
380,NA,NA,0,NA
381,NA,NA,0,NA
382,NA,NA,0,NA
383,NA,NA,0,NA
384,NA,NA,0,NA
385,NA,NA,0,NA
386,NA,NA,0,NA
387,NA,NA,0,NA
388,NA,NA,0,NA
388.9622222,59.15000153,-152.5670013,0,"B"
389,NA,NA,0,NA
390,NA,NA,0,NA
391,NA,NA,0,NA
392,NA,NA,0,NA
393,NA,NA,0,NA
394,NA,NA,0,NA
395,NA,NA,0,NA
396,NA,NA,0,NA
397,NA,NA,0,NA
398,NA,NA,0,NA
399,NA,NA,0,NA
399.3536111,59.16799927,-152.8040009,0,"B"
400,NA,NA,0,NA
401,NA,NA,0,NA
402,NA,NA,0,NA
403,NA,NA,0,NA
404,NA,NA,0,NA
405,NA,NA,0,NA
406,NA,NA,0,NA
407,NA,NA,0,NA
408,NA,NA,0,NA
408.7752778,59.11100006,-153.4290009,0,"A"
409,NA,NA,0,NA
410,NA,NA,0.05,NA
410.5255556,59.11100006,-153.6289978,0.05,"B"
411,NA,NA,0.05,NA
411.5530556,59.09500122,-153.6679993,0.05,"2"
411.7561111,59.10200119,-153.6750031,0.05,"B"
412,NA,NA,0.05,NA
412.5880556,59.0890007,-153.7510071,0.05,"3"
413,NA,NA,0.75,NA
413.185,59.08399963,-153.7830048,0.75,"1"
413.4302778,59.0929985,-153.8000031,0.75,"3"
414,NA,NA,1,NA
415,NA,NA,1,NA
415.1302778,59.09199905,-153.8200073,1,"1"
415.4427778,59.0909996,-153.8009949,1,"A"
416,NA,NA,1,NA
417,NA,NA,1,NA
418,NA,NA,1,NA
419,NA,NA,0.45,NA
420,NA,NA,0,NA
421,NA,NA,0,NA
422,NA,NA,0,NA
423,NA,NA,0,NA
423.205,59.07600021,-153.826004,0,"A"
424,NA,NA,0.05,NA
424.1175,59.0909996,-153.904007,0.05,"B"
424.9566667,59.11999893,-153.9409943,0.05,"B"
425,NA,NA,0,NA
425.1202778,59.12099838,-153.9380035,0,"B"
425.7016667,59.13399887,-153.9790039,0,"A"
426,NA,NA,0,NA
427,NA,NA,0,NA
428,NA,NA,0,NA
429,NA,NA,0.65,NA
430,NA,NA,1,NA
431,NA,NA,0.95,NA
432,NA,NA,0.95,NA
432.5936111,59.09600067,-154.1470032,0.95,"1"
433,NA,NA,0.05,NA
434,NA,NA,0,NA
435,NA,NA,0,NA
436,NA,NA,0,NA
437,NA,NA,0,NA
437.9616667,59.08800125,-153.8320007,0,"B"
438,NA,NA,0.15,NA
439,NA,NA,0,NA
440,NA,NA,0.65,NA
441,NA,NA,0.95,NA
442,NA,NA,0.45,NA
443,NA,NA,0,NA
444,NA,NA,0,NA
445,NA,NA,0,NA
446,NA,NA,0,NA
447,NA,NA,0,NA
448,NA,NA,0,NA
449,NA,NA,0,NA
450,NA,NA,0,NA
450.2669444,59.09799957,-154.0359955,0,"A"
450.4386111,59.09700012,-154.0399933,0,"3"
451,NA,NA,0,NA
452,NA,NA,0,NA
453,NA,NA,0,NA
454,NA,NA,0,NA
455,NA,NA,0,NA
456,NA,NA,0,NA
457,NA,NA,0,NA
458,NA,NA,0,NA
459,NA,NA,0,NA
460,NA,NA,0,NA
461,NA,NA,0,NA
462,NA,NA,0,NA
463,NA,NA,0,NA
464,NA,NA,0,NA
465,NA,NA,0,NA
466,NA,NA,0,NA
467,NA,NA,0,NA
468,NA,NA,0,NA
469,NA,NA,0,NA
469.6616667,59.11299896,-154.0200043,0,"B"
470,NA,NA,0,NA
471,NA,NA,0,NA
472,NA,NA,0,NA
472.1666667,59.08200073,-154.1190033,0,"A"
473,NA,NA,0.05,NA
473.3352778,59.08200073,-154.1450043,0.05,"2"
474,NA,NA,0.55,NA
474.9733333,59.08599854,-154.1029968,0.55,"1"
475,NA,NA,1,NA
475.6733333,59.08399963,-154.1289978,1,"2"
476,NA,NA,1,NA
477,NA,NA,0.75,NA
477.3455556,59.08399963,-154.1199951,0.75,"2"
478,NA,NA,0,NA
479,NA,NA,0,NA
480,NA,NA,0,NA
481,NA,NA,0,NA
482,NA,NA,0,NA
483,NA,NA,0,NA
484,NA,NA,0,NA
485,NA,NA,0,NA
486,NA,NA,0,NA
486.2783333,59.13700104,-154.1419983,0,"B"
487,NA,NA,0,NA
488,NA,NA,0,NA
489,NA,NA,0,NA
490,NA,NA,0,NA
491,NA,NA,0,NA
492,NA,NA,0,NA
493,NA,NA,0,NA
494,NA,NA,0,NA
494.5922222,59.11500168,-153.9389954,0,"B"
495,NA,NA,0,NA
495.455,59.10499954,-153.8919983,0,"B"
495.7625,59.12200165,-153.871994,0,"2"
496,NA,NA,0,NA
496.0338889,59.12799835,-153.875,0,"0"
497,NA,NA,0.05,NA
497.4436111,59.09000015,-153.7980042,0.05,"3"
497.4594444,59.09000015,-153.7980042,0.05,"3"
497.6805556,59.08399963,-153.8029938,0.05,"3"
498,NA,NA,0,NA
498.7930556,59.07600021,-153.8070068,0,"B"
499,NA,NA,0.85,NA
499.3127778,59.08499908,-153.8139954,0.85,"3"
500,NA,NA,1,NA
501,NA,NA,0.85,NA
502,NA,NA,0.05,NA
503,NA,NA,0,NA
504,NA,NA,0,NA
505,NA,NA,0,NA
506,NA,NA,0,NA
507,NA,NA,0,NA
508,NA,NA,0,NA
509,NA,NA,0,NA
510,NA,NA,0,NA
511,NA,NA,0,NA
512,NA,NA,0,NA
513,NA,NA,0,NA
514,NA,NA,0,NA
515,NA,NA,0,NA
516,NA,NA,0,NA
517,NA,NA,0,NA
517.4119444,59.10400009,-154.0659943,0,"B"
517.7111111,59.10900116,-154.0749969,0,"A"
518,NA,NA,0,NA
519,NA,NA,0,NA
519.1544444,59.07699966,-154.0800018,0,"B"
519.4269444,59.07500076,-154.076004,0,"B"
520,NA,NA,0,NA
521,NA,NA,0.05,NA
522,NA,NA,0.05,NA
523,NA,NA,0,NA
524,NA,NA,0.55,NA
525,NA,NA,0.45,NA
526,NA,NA,0,NA
527,NA,NA,0,NA
528,NA,NA,0,NA
528.8911111,59.08599854,-154.1349945,0,"A"
529,NA,NA,0.05,NA
529.6052778,59.0909996,-154.1199951,0.05,"2"
530,NA,NA,0,NA
531,NA,NA,0,NA
532,NA,NA,0.05,NA
532.2013889,59.09999847,-154.1049957,0.05,"A"
532.2455556,59.10100174,-154.1069946,0.05,"1"
532.9677778,59.10800171,-154.0950012,0.05,"1"
533,NA,NA,0,NA
533.9222222,59.11700058,-154.0679932,0,"A"
534,NA,NA,0,NA
534.7091667,59.13700104,-154.0180054,0,"B"
534.8355556,59.14599991,-154.0209961,0,"A"
535,NA,NA,0,NA
535.5827778,59.13000107,-154.0460052,0,"B"
536,NA,NA,0,NA
537,NA,NA,0,NA
538,NA,NA,0,NA
539,NA,NA,0,NA
540,NA,NA,0,NA
541,NA,NA,0,NA
542,NA,NA,0,NA
542.0691667,59.12799835,-154.0850067,0,"A"
543,NA,NA,0,NA
544,NA,NA,0,NA
544.9222222,59.09500122,-154.0650024,0,"A"
545,NA,NA,0,NA
546,NA,NA,0,NA
547,NA,NA,0,NA
548,NA,NA,0,NA
549,NA,NA,0,NA
550,NA,NA,0,NA
551,NA,NA,0,NA
552,NA,NA,0,NA
553,NA,NA,0,NA
554,NA,NA,0,NA
555,NA,NA,0,NA
556,NA,NA,0,NA
556.0913889,59.13000107,-154.0480042,0,"A"
557,NA,NA,0,NA
557.4058333,59.16999817,-154.0559998,0,"B"
558,NA,NA,0,NA
559,NA,NA,0,NA
560,NA,NA,0,NA
561,NA,NA,0,NA
562,NA,NA,0,NA
563,NA,NA,0,NA
564,NA,NA,0,NA
565,NA,NA,0,NA
566,NA,NA,0,NA
566.0030556,59.1629982,-153.9389954,0,"2"
566.5766667,59.15800095,-153.8840027,0,"1"
566.7769444,59.14799881,-153.8919983,0,"A"
567,NA,NA,0,NA
567.2761111,59.11800003,-153.8650055,0,"A"
568,NA,NA,0.35,NA
568.4636111,59.10900116,-153.8609924,0.35,"2"
568.9877778,59.11700058,-153.8860016,0.35,"1"
569,NA,NA,0.25,NA
570,NA,NA,0.25,NA
570.1261111,59.10900116,-153.8639984,0.25,"3"
570.1772222,59.10300064,-153.8659973,0.25,"2"
571,NA,NA,0,NA
571.8041667,59.07300186,-153.8200073,0,"3"
572,NA,NA,0.05,NA
573,NA,NA,0,NA
573.4658333,59.07500076,-153.8370056,0,"2"
573.4891667,59.07400131,-153.8370056,0,"A"
574,NA,NA,0,NA
575,NA,NA,0.15,NA
575.1888889,59.09400177,-153.7940063,0.15,"1"
575.5869444,59.0909996,-153.8000031,0.15,"1"
576,NA,NA,0.05,NA
576.4680556,59.11500168,-153.7949982,0.05,"B"
577,NA,NA,0,NA
577.2147222,59.11800003,-153.7879944,0,"1"
578,NA,NA,0.05,NA
579,NA,NA,0,NA
580,NA,NA,0.05,NA
581,NA,NA,0,NA
582,NA,NA,0.05,NA
583,NA,NA,0.05,NA
584,NA,NA,0,NA
585,NA,NA,0,NA
586,NA,NA,0,NA
587,NA,NA,0,NA
588,NA,NA,0.05,NA
589,NA,NA,0.05,NA
589.2216667,59.0929985,-153.7570038,0.05,"2"
589.7788889,59.08599854,-153.8119965,0.05,"2"
590,NA,NA,0.65,NA
590.2177778,59.0870018,-153.8220062,0.65,"2"
591,NA,NA,1,NA
591.8805556,59.0929985,-153.8159943,1,"A"
592,NA,NA,1,NA
593,NA,NA,1,NA
594,NA,NA,1,NA
595,NA,NA,0.65,NA
596,NA,NA,0,NA
597,NA,NA,0,NA
598,NA,NA,0,NA
599,NA,NA,0,NA
600,NA,NA,0,NA
601,NA,NA,0.05,NA
602,NA,NA,0.65,NA
603,NA,NA,0.25,NA
604,NA,NA,0,NA
605,NA,NA,0,NA
606,NA,NA,0,NA
607,NA,NA,0,NA
608,NA,NA,0.05,NA
609,NA,NA,0,NA
610,NA,NA,0.05,NA
611,NA,NA,0,NA
612,NA,NA,0,NA
613,NA,NA,0.05,NA
613.6088889,59.08200073,-153.6880035,0.05,"2"
613.8169444,59.07699966,-153.6999969,0.05,"1"
614,NA,NA,0.05,NA
614.1783333,59.0929985,-153.7279968,0.05,"2"
614.4425,59.09899902,-153.7230072,0.05,"A"
615,NA,NA,0.15,NA
615.4644444,59.09000015,-153.798996,0.15,"1"
616,NA,NA,0.75,NA
616.0791667,59.09000015,-153.8049927,0.75,"B"
617,NA,NA,1,NA
617.1016667,59.09199905,-153.7510071,1,"B"
618,NA,NA,0.95,NA
618.8266667,59.0909996,-153.7590027,0.95,"A"
619,NA,NA,0.75,NA
620,NA,NA,0.45,NA
